lat,long,count,distance
40.6505,-73.9349,234003,0.6846863999999186
40.7272,-73.9498,90924,2.236579800000527
40.7517,-73.9707,122100,0.7889243999998143
40.7139,-74.007,54697,0.32396880000078454
40.6006,-73.758,191933,0.44223539999984496
40.5973,-74.0768,98966,1.2555803999994168
40.5352,-74.2116,48490,2.079894000000877
40.7763,-73.911,55789,2.362670999999864
40.7591,-73.7326,24915,4.762894799999231
40.7651,-73.9638,81161,0.48870179999994434
40.8465,-73.841,178606,0.2485188000009657
40.7608,-73.9295,92017,1.2052499999995234
40.7611,-73.8916,98709,1.4737031999993633
40.7536,-73.8226,118931,0.5306052000000818
40.7239,-73.8997,57525,2.1705732000000353
40.6958,-73.7617,87091,3.281069999999545
40.7173,-73.8792,48731,2.2255368000005546
40.6316,-74.0927,154873,1.0255728000006457
40.8729,-73.8278,122440,2.0971392000001288
40.7277,-73.7489,69732,3.712886399999661
40.7627,-73.7745,40480,2.7235547999994196
40.6301,-74.1607,70204,3.3220272000003206
40.6412,-74.0133,194464,0.7613831999997274
40.6424,-73.9758,129035,1.4234489999994366
40.6924,-73.9666,134953,0.7726619999998547
40.7667,-73.8241,133298,1.2296412000005148
40.6011,-73.9475,140544,0.9294167999996716
40.7851,-73.8096,48470,2.3526947999989716
40.6588,-73.8438,49215,4.069404000000304
40.7613,-73.8739,66524,1.8187067999997453
40.9,-73.8622,49224,0.4283778000003622
40.728,-73.8195,61906,1.6201296000003822
40.6763,-73.7966,48691,2.7210300000001553
40.709,-73.7401,57890,4.026110399999652
40.7864,-73.9764,116268,1.5168162000004486
40.7685,-73.9588,78610,0.45030180000003384
40.7208,-73.7433,39203,3.5425463999995372
40.7496,-73.9919,11545,0.8806020000006356
40.8702,-73.8495,181835,1.0452107999999498
40.7706,-73.9265,72791,1.8023699999994278
40.6947,-73.7374,38052,4.6837500000001455
40.9011,-73.9053,48426,2.382688200000757
40.6913,-73.8585,69780,3.247590000000855
40.7278,-73.8602,74359,2.5384367999995447
40.6645,-73.7559,88072,4.736675399999058
40.7436,-73.9216,46154,2.007013200000074
40.7481,-73.7114,23713,6.207178799999838
40.7807,-73.7812,28514,3.5997347999996236
40.5518,-74.1526,40380,4.831625999999687
40.6497,-73.8824,54688,2.5897439999998824
40.5085,-74.2445,18310,3.1738140000002204
40.7618,-73.9505,9482,0.1152300000003379
40.8469,-73.7874,13440,3.147478800000499
40.7069,-73.8297,38034,1.1976300000005722
40.7428,-73.7588,41510,3.984838800000034
40.7105,-74.0163,6989,0.5971488000004683
40.7571,-73.7182,11743,5.411134799999672
40.7236,-73.7058,5187,5.78324640000028
40.5594,-73.9067,4347,5.104821600000378
40.7272,-73.7949,29442,1.1667864000005466
40.7354,-73.9968,8579,0.23391179999998712
40.6451,-73.945,248,0.6917100000000573
40.7294,-73.6828,8689,7.439246400000229
40.7722,-73.7454,9198,4.967914799999107
40.6472,-73.7827,29798,3.6251052000006894
40.7524,-73.9791,2622,0.9252396000010776
40.7056,-74.0083,19791,0.48547680000046967
40.7652,-73.9804,1316,0.7403459999995903
40.7089,-74.0111,580,0.41065679999974236
40.7152,-74.0038,2239,0.4226232000005439
40.7514,-73.9785,297,0.8234796000001552
40.7519,-73.9768,2352,0.7651596000005156
40.7928,-73.7767,6559,4.6803347999989455
40.7494,-73.9758,192,0.5380596000009064
40.7515,-73.9905,477,1.0881420000009712
40.7547,-73.9766,591,0.9474396000005072
40.7583,-73.9735,416,1.0914443999990908
40.778,-73.9884,3873,0.5796539999996639
40.7628,-73.9785,483,1.009686000000329
40.7564,-73.9748,188,0.9664596000006895
40.7664,-73.9827,537,0.531966000000466
40.7553,-73.9761,110,0.9615396000003784
40.7127,-74.0078,255,0.2848488000004181
40.7641,-73.9735,1313,1.003270799999882
40.6451,-73.945,337,0.6917100000000573
40.7146,-74.015,2494,0.8090687999997499
40.749,-73.9865,1493,1.0946796000007453
40.7593,-73.9798,2208,1.1802059999999983
40.7611,-73.968,149,0.7545930000005683
40.7699,-73.9511,1657,0.47596800000019357
40.7454,-73.9575,2665,1.0749443999993673
40.6514,-73.8708,365,3.1058039999998073
40.6451,-73.945,401,0.6917100000000573
40.7808,-73.9772,202,1.3188539999996465
40.8111,-73.9642,147,0.5009694000000309
40.7506,-73.9894,585,1.0861020000006647
40.7526,-73.9755,444,0.742479600000479
40.7517,-73.9752,277,0.6639996000003521
40.7543,-73.9796,131,1.083639600000879
40.7518,-73.9922,232,1.0160220000011577
40.7634,-73.974,147,0.9858690000005481
40.7808,-73.9772,252,1.3188539999996465
40.7556,-73.9789,157,1.1351196000000527
40.7589,-73.973,130,1.1601443999993535
40.9045,-73.8073,155,3.6356261999999333
40.7603,-73.9762,1067,1.257513000000472
40.7558,-73.9753,682,0.9523596000008183
40.7549,-73.975,256,0.8738796000002367
40.754,-73.9808,203,1.1284596000004967
40.7592,-73.9778,1330,1.2963059999997313
40.7808,-73.9772,56,1.3188539999996465
40.7086,-74.0087,32,0.3003168000000187
40.7721,-73.8735,49,2.5857467999999244
40.7546,-73.9762,10,0.9186996000012186
40.7543,-73.9798,1,1.0945596000001387
42.8142,-73.9396,16,135.44451779999963
40.7143,-74.006,3,0.29696880000028614
