lat,long,count
40.761752,-73.983840,240
40.845777,-73.936327,182
40.801387,-73.932700,105
40.674785,-73.955039,139
40.818047,-73.954245,915
40.758648,-73.968710,219
40.657346,-73.903194,252
40.813347,-73.930484,1117
40.668945,-73.929716,145
40.827414,-73.877946,191
40.740309,-74.003827,759
40.663524,-73.950934,348
40.705515,-73.798424,142
40.755490,-74.000240,190
40.802620,-73.951088,872
40.721274,-73.993598,145
40.632425,-73.884045,364
40.761726,-73.976989,118
40.819096,-73.942852,310
40.723777,-73.989626,1314
40.813531,-73.922482,199
40.840262,-73.845959,122
40.787770,-73.973102,200
40.867902,-73.895638,174
40.821752,-73.954004,763
40.684282,-73.989343,246
40.861879,-73.897246,599
40.755536,-73.999316,131
40.756040,-73.828536,146
40.821025,-73.937605,524
40.677418,-74.007421,349
40.752264,-73.983882,179
40.574628,-73.991971,163
40.820204,-73.863637,151
40.719676,-74.001657,195
40.706668,-74.009257,575
40.639351,-74.086135,166
40.594872,-73.940816,254
40.659452,-73.931207,112
40.675194,-73.936800,157
40.775805,-73.979977,139
40.748706,-73.863119,100
40.874488,-73.910710,316
40.858539,-73.904391,388
40.810398,-73.924895,694
40.861333,-73.897644,564
40.697349,-73.911427,249
40.608846,-73.753160,1153
40.758044,-73.970197,807
40.610036,-73.753587,432
40.836588,-73.912149,285
40.719972,-73.844235,175
40.740161,-73.976574,290
40.886612,-73.843563,123
40.754450,-73.979136,112
40.819358,-73.850000,137
40.764830,-73.822077,173
40.836339,-73.920941,339
40.680578,-73.952464,176
40.651195,-73.896922,698
40.863279,-73.900678,2650
40.666929,-73.895610,451
40.813909,-73.929794,223
40.849446,-73.868099,548
40.799883,-73.948623,250
40.759486,-73.988162,148
40.711072,-73.950004,150
40.626858,-74.163443,156
40.647951,-73.960606,140
40.734327,-73.987484,222
40.859438,-73.893515,129
40.669277,-73.943601,772
40.817166,-73.954722,1013
40.835945,-73.941584,219
40.749440,-73.986926,410
40.848338,-73.912476,946
40.677074,-73.983194,688
40.652573,-73.951219,251
40.849647,-73.905632,298
40.711891,-73.941458,150
40.617006,-73.978156,185
40.755649,-73.990953,225
40.838178,-73.944939,148
40.703642,-73.940293,258
40.795815,-73.937101,531
40.842979,-73.914580,201
40.853824,-73.907918,393
40.665136,-73.907724,237
40.762663,-73.982125,117
40.687102,-73.824592,376
40.663185,-73.962281,115
40.833710,-73.918223,310
40.826324,-73.939378,108
40.866063,-73.919297,168
40.820084,-73.846808,230
40.834421,-73.944751,453
40.777647,-73.982371,164
40.818469,-73.917682,275
40.791535,-73.970348,186
40.699079,-73.992233,146
40.761014,-73.988898,781
40.665446,-73.951613,388
40.753480,-73.971011,208
40.879686,-73.879463,331
40.815391,-73.909326,153
40.800504,-73.958483,430
40.756773,-73.970082,111
40.800058,-73.948052,293
40.845734,-73.910087,544
40.719289,-73.990326,111
40.745411,-73.992841,231
40.674091,-74.003221,1363
40.573906,-73.999386,285
40.672659,-73.890767,114
40.762217,-73.991742,124
40.596134,-73.939619,269
40.677949,-73.904646,523
40.823196,-73.918645,237
40.708613,-73.819255,2634
40.801911,-73.955394,158
40.840303,-73.917876,912
40.822525,-73.916749,267
40.702273,-74.015874,1857
40.750297,-73.996710,255
40.783852,-73.979989,346
40.843917,-73.933965,147
40.848311,-73.916893,119
40.689661,-73.953294,594
40.804454,-73.967427,680
40.811522,-73.940601,160
40.662453,-73.949363,155
40.652677,-73.896735,195
40.816610,-73.956746,883
40.813616,-73.903996,149
40.583638,-74.085214,185
40.774375,-73.983379,672
40.618279,-73.957667,104
40.675136,-73.948618,269
40.863003,-73.924254,226
40.718734,-73.986217,237
40.863813,-73.890739,257
40.824941,-73.878322,201
40.764380,-73.992016,161
40.649768,-73.897162,348
40.761983,-73.986335,2378
40.824267,-73.909296,140
40.705189,-73.933262,222
40.692494,-73.905069,170
40.676959,-74.005629,1508
40.679670,-73.936136,293
40.778017,-73.980211,197
40.734100,-74.006240,293
40.575568,-73.980934,427
40.824144,-73.917173,242
40.805734,-73.926916,101
40.718882,-73.982206,408
40.681362,-73.975492,293
40.708104,-74.013989,107
40.768524,-73.987138,303
40.758187,-73.988003,209
40.718617,-73.993595,1603
40.808513,-73.921466,462
40.807719,-73.964240,597
40.792695,-73.939379,166
40.721117,-73.987360,517
40.815930,-73.945167,558
40.816088,-73.895824,347
40.734646,-73.990331,1049
40.740490,-74.000135,258
40.841797,-73.901708,117
40.604684,-73.753769,166
40.833732,-73.856194,334
40.739161,-74.001106,861
40.842410,-73.885024,102
40.633631,-74.137141,154
40.862452,-73.897042,410
40.743163,-74.003758,332
40.758796,-73.918601,185
40.655784,-73.910603,120
40.690103,-73.985423,808
40.783498,-73.978076,279
40.832705,-73.938620,1182
40.761597,-73.992186,263
40.853998,-73.827597,255
40.878593,-73.868898,199
40.732957,-73.987434,273
40.795132,-73.964055,338
40.820989,-73.892225,560
40.661656,-73.915003,1183
40.844503,-73.936350,328
40.695770,-73.978252,166
40.632846,-73.917414,353
40.800667,-73.954398,108
40.753311,-74.000081,488
40.696550,-73.946016,148
40.722844,-74.006268,491
40.726971,-73.982875,218
40.814009,-73.946563,149
40.882661,-73.878965,203
40.742117,-73.881444,404
40.570475,-74.109763,283
40.696179,-73.794633,250
40.775555,-73.967380,300
40.692404,-73.990070,2158
40.604393,-73.997884,179
40.827984,-73.939470,418
40.835052,-73.940443,124
40.836891,-73.882796,223
40.804766,-73.955124,337
40.722522,-73.984600,826
40.715243,-74.009467,615
40.751112,-73.974203,150
40.741357,-73.997649,162
40.735618,-73.992669,316
40.752797,-73.994883,153
40.597459,-73.938419,301
40.799110,-73.968542,362
40.630282,-74.164551,787
40.866639,-73.927449,149
40.763174,-73.982356,808
40.675004,-73.865610,142
40.635225,-74.106642,486
40.764191,-73.994489,100
40.799781,-73.972750,1179
40.680023,-73.877430,134
40.843072,-73.938798,157
40.649722,-73.895280,308
40.703861,-73.993928,411
40.704732,-73.940188,184
40.798971,-73.941374,794
40.740072,-73.990052,109
40.719332,-73.981484,102
40.758236,-73.980354,178
40.749078,-73.993880,181
40.697807,-73.918599,199
40.809629,-73.941976,298
40.772163,-73.954370,105
40.817537,-73.927694,2228
40.828361,-73.947119,104
40.704733,-74.014583,780
40.748696,-73.884124,496
40.742981,-73.983235,410
40.754517,-73.984358,177
40.808558,-73.952355,313
40.673910,-73.955353,155
40.737082,-73.982962,570
40.822323,-73.936668,135
40.759249,-73.986635,391
40.798847,-73.953879,2270
40.820152,-73.892274,162
40.773884,-73.982227,233
40.779310,-73.983269,2419
40.735560,-73.991464,1210
40.667757,-73.868076,115
40.650884,-73.893480,433
40.846363,-73.939258,226
40.679765,-74.003459,109
40.818678,-73.915688,319
40.669835,-73.914693,342
40.747846,-73.994779,218
40.880037,-73.899355,105
40.746409,-73.981798,298
40.807775,-73.945470,957
40.670244,-73.863017,148
40.615491,-74.081656,619
40.673781,-73.896349,129
40.763523,-73.987074,523
40.637054,-74.116953,202
40.725771,-73.983748,134
40.862357,-73.898196,174
40.748767,-73.985320,168
40.727138,-73.984195,203
40.744706,-73.997067,216
40.680347,-73.930035,272
40.843543,-73.911630,664
40.860928,-73.920308,105
40.674972,-73.929147,142
40.835940,-73.886466,191
40.763852,-73.914891,169
40.760729,-73.987248,102
40.817308,-73.926813,648
40.848540,-73.888498,141
40.814370,-73.957621,192
40.765300,-73.913300,144
40.595999,-74.087441,402
40.823387,-73.870170,394
40.690646,-73.922109,140
40.796243,-73.970501,199
40.846466,-73.902388,117
40.774630,-73.934615,141
40.612614,-74.083122,299
40.835769,-73.904394,128
40.747302,-73.887184,131
40.714092,-73.982463,219
40.873443,-73.904123,124
40.743885,-73.992098,170
40.730066,-73.980615,165
40.788968,-73.975940,225
40.728316,-73.983333,101
40.703712,-73.907970,161
40.601290,-73.749666,357
40.711351,-73.992080,106
40.823056,-73.942423,154
40.683383,-73.966380,624
40.720735,-73.844436,175
40.792200,-73.955082,101
40.756642,-73.988372,20856
40.847579,-73.900318,219
40.728254,-73.999316,219
40.637676,-74.074946,123
40.821199,-73.943963,108
40.741506,-73.979739,364
40.739389,-73.991160,275
40.689959,-73.977439,400
40.757843,-73.834159,799
40.762615,-73.916044,354
40.794981,-73.972550,159
40.801742,-73.967725,163
40.894231,-73.860932,190
40.761865,-73.985079,709
40.799287,-73.943169,316
40.645803,-73.912832,107
40.826490,-73.948490,155
40.683122,-73.837529,216
40.747730,-73.986839,336
40.603610,-74.083414,260
40.747095,-73.889126,144
40.813367,-73.886187,105
40.887333,-73.847250,347
40.592895,-73.776587,741
40.714101,-73.989764,550
40.791989,-73.937719,116
40.861604,-73.924743,223
40.867337,-73.916815,149
40.820094,-73.901447,435
40.830702,-73.922039,145
40.693560,-73.929174,124
40.720648,-73.993840,324
40.814115,-73.917185,126
40.705628,-73.810142,1630
40.726521,-73.984639,109
40.751603,-73.972383,168
40.722053,-73.988215,493
40.651149,-73.895040,816
40.717815,-73.990947,241
40.751945,-73.873345,151
40.806201,-73.915989,346
40.681373,-73.921075,267
40.750998,-73.872701,197
40.830422,-73.940245,176
40.710080,-73.988235,210
40.825064,-73.877397,406
40.748435,-73.876369,288
40.712397,-73.784908,2321
40.812520,-73.902813,1316
40.816766,-73.895765,190
40.744039,-73.997551,149
40.680379,-73.994774,447
40.852200,-73.920543,102
40.759114,-73.966905,104
40.756266,-73.990501,183
40.679395,-73.944984,1150
40.828752,-73.938374,157
40.861702,-73.901881,105
40.816892,-73.916380,118
40.742929,-73.990795,212
40.739724,-73.976477,1094
40.683614,-73.967425,103
40.714653,-74.008165,1408
40.844259,-73.881063,1379
40.842892,-73.883613,158
40.681126,-73.974367,308
40.699638,-73.910371,687
40.805755,-73.968088,178
40.757417,-73.994194,128
40.871211,-73.854106,209
40.677878,-73.937313,287
40.761059,-73.996760,195
40.687063,-73.975901,117
40.875567,-73.907639,205
40.813056,-73.888019,226
40.747400,-73.886252,103
40.831389,-73.931235,108
40.700030,-73.914074,131
40.794399,-73.975197,214
40.836158,-73.939632,116
40.747266,-73.991491,288
40.750489,-73.877340,158
40.815935,-73.935315,149
40.742591,-73.953329,255
40.795363,-73.939839,304
40.689290,-73.921689,321
40.698166,-73.924607,225
40.699741,-73.950554,125
40.626703,-74.075322,112
40.635692,-74.134994,516
40.660816,-73.915282,111
40.733073,-74.003505,144
40.808010,-73.963900,231
40.873671,-73.908014,391
40.760049,-73.991461,182
40.788861,-73.952004,167
40.670363,-73.988711,163
40.721058,-73.843540,102
40.674244,-73.948698,134
40.760154,-73.918047,362
40.703430,-73.938534,336
40.824877,-73.903178,236
40.675154,-73.819443,431
40.696450,-73.943607,182
40.764069,-73.955058,315
40.582837,-73.987588,132
40.740825,-73.974261,672
40.747099,-74.002748,175
40.808082,-73.945159,376
40.669055,-73.906191,606
40.788628,-73.977232,928
40.687402,-73.940369,337
40.669050,-73.870359,521
40.675054,-73.970915,1024
40.778709,-73.981840,270
40.696035,-73.904836,134
40.846279,-73.892058,303
40.698440,-73.831130,170
40.693531,-73.935084,248
40.751334,-73.990379,529
40.697594,-73.932758,209
40.821862,-73.942641,614
40.763133,-73.984205,126
40.795847,-73.946910,149
40.729063,-73.999143,145
40.793873,-73.945095,130
40.674135,-74.002082,105
40.695367,-73.983243,213
40.633762,-73.887185,101
40.853011,-73.911057,134
40.714239,-73.990204,466
40.857423,-73.902346,454
40.681684,-73.918349,139
40.835900,-73.877327,429
40.579572,-74.109030,303
40.736691,-73.995231,729
40.858176,-73.855924,243
40.827313,-73.878875,943
40.837782,-73.919458,538
40.849317,-73.900493,115
40.854934,-73.859720,294
40.574100,-74.116565,276
40.757346,-73.980181,1510
40.579807,-73.971835,166
40.857399,-73.899870,119
40.590934,-73.796948,1716
40.648261,-74.017804,261
40.571001,-74.110736,137
40.640755,-74.076747,179
40.760158,-73.983953,439
40.812525,-73.924427,118
40.870856,-73.853615,544
40.766470,-73.863282,116
40.847124,-73.931624,129
40.716263,-73.984079,408
40.575031,-73.989883,302
40.865311,-73.919681,144
40.829636,-73.874169,944
40.700511,-73.941540,541
40.719188,-74.001582,643
40.790094,-73.978612,1126
40.734964,-73.987015,126
40.845815,-73.941565,113
40.848872,-73.900295,150
40.674304,-73.789192,103
40.814847,-73.899081,200
40.879363,-73.837671,480
40.700615,-73.982972,247
40.703707,-73.943258,156
40.597741,-73.935588,174
40.580402,-73.830370,199
40.835277,-73.939998,131
40.735036,-73.991237,632
40.822392,-73.919888,184
40.628682,-74.024459,104
40.735230,-73.990093,2994
40.756275,-73.945014,234
40.814865,-73.960204,129
40.819897,-73.923342,131
40.858118,-73.899764,104
40.707936,-73.802907,1215
40.852842,-73.884174,280
40.634240,-73.887483,215
40.749926,-73.862240,525
40.804835,-73.966217,128
40.746028,-73.992394,258
40.739836,-73.986538,640
40.821390,-73.954138,503
40.739882,-73.986660,524
40.899228,-73.853654,217
40.643592,-74.073961,2394
40.795539,-73.934284,503
40.893817,-73.858835,104
40.860717,-73.899250,275
40.803162,-73.954482,149
40.603416,-73.753846,159
40.718233,-74.000247,287
40.830683,-73.940859,262
40.667367,-73.903385,335
40.753875,-73.984820,196
40.860900,-73.923757,122
40.762269,-73.987988,274
40.701813,-73.996193,254
40.668927,-73.922582,559
40.779168,-73.954784,1132
40.782782,-73.980542,306
40.814113,-73.940855,441
40.688993,-73.874763,129
40.724254,-73.987731,191
40.877626,-73.911548,132
40.795235,-73.947348,213
40.704433,-73.917928,314
40.667148,-73.883401,2120
40.729247,-73.815191,112
40.670117,-73.958175,389
40.577208,-73.990289,554
40.712612,-73.784013,207
40.672009,-73.959886,133
40.846559,-73.922953,100
40.757557,-73.978741,159
40.818032,-73.847153,112
40.674451,-73.997218,828
40.864968,-73.918904,103
40.744894,-73.932115,573
40.712178,-74.004391,780
40.687030,-73.991203,948
40.880543,-73.883074,257
40.744078,-73.913768,125
40.722136,-73.996697,224
40.666757,-73.906068,255
40.632189,-74.006915,136
40.677629,-73.972984,860
40.688456,-73.979773,120
40.755910,-73.882116,493
40.661327,-73.830953,268
40.746118,-73.982162,1250
40.687732,-73.937491,313
40.746456,-73.946686,523
40.817433,-73.890212,268
40.660004,-73.961187,290
40.683794,-73.976702,296
40.768440,-73.924675,208
40.649591,-74.009436,1453
40.747590,-73.884397,206
40.616600,-74.032340,647
40.689276,-73.980346,526
40.852141,-73.922376,705
40.826037,-73.889262,136
40.701799,-73.808403,169
40.700478,-73.828481,324
40.800654,-73.956315,121
40.601099,-73.994704,1707
40.749681,-73.987958,814
40.882445,-73.833675,360
40.753532,-73.706597,359
40.833116,-73.884086,208
40.668147,-73.978896,508
40.651751,-73.899422,1703
40.712902,-74.008460,188
40.591032,-73.786128,234
40.816440,-73.917627,148
40.702481,-73.815629,267
40.690106,-73.988971,3118
40.836266,-73.911329,230
40.682398,-73.840079,122
40.799683,-73.944112,222
40.698698,-73.988818,545
40.638984,-74.171252,737
40.752388,-73.973275,652
40.692483,-73.927289,113
40.629674,-73.961298,191
40.645647,-73.902876,1059
40.785537,-73.951180,802
40.795609,-73.970960,196
40.864086,-73.918005,243
40.741851,-73.988998,116
40.713399,-74.003832,139
40.622154,-74.027285,1102
40.823567,-73.937657,266
40.841115,-73.872630,1450
40.660483,-73.998019,162
40.634035,-73.947291,572
40.759269,-73.831026,331
40.713080,-74.005712,459
40.674703,-74.002925,402
40.778005,-73.962999,774
40.673358,-73.890478,232
40.753971,-73.986979,231
40.760632,-73.984122,530
40.714887,-73.944446,217
40.575312,-73.976607,293
40.770112,-73.982008,403
40.712470,-73.981616,259
40.684533,-73.952274,153
40.733644,-73.986932,283
40.575616,-74.166777,310
40.794659,-73.971788,905
40.716138,-73.989457,333
40.726276,-73.952212,148
40.853450,-73.891537,1014
40.704937,-74.007759,298
40.777897,-73.984017,385
40.881756,-73.882356,342
40.753159,-73.911623,121
40.780494,-73.954863,172
40.656824,-73.896830,134
40.834209,-73.925707,112
40.684253,-73.979990,839
40.660592,-73.962448,202
40.679271,-73.928825,1754
40.693199,-73.971369,188
40.739483,-73.979736,122
40.826351,-73.906207,220
40.750479,-73.940515,260
40.821736,-73.892867,178
40.676046,-73.872072,2318
40.747555,-73.993137,550
40.754411,-73.943226,516
40.564515,-74.126864,280
40.825144,-73.886297,202
40.786919,-73.953414,120
40.670030,-73.904044,154
40.848020,-73.884353,198
40.697060,-73.934616,532
40.710657,-74.009268,179
40.843960,-73.836203,625
40.773687,-73.954806,232
40.686847,-73.958207,412
40.815644,-73.958249,373
40.699797,-73.981670,225
40.849521,-73.898483,204
40.685145,-73.977463,729
40.707220,-73.923883,563
40.704039,-74.012383,673
40.837161,-73.846245,312
40.716774,-73.985763,192
40.704878,-73.918663,460
40.820081,-73.919609,126
40.575269,-73.968889,169
40.803519,-73.942335,496
40.625561,-73.996176,574
40.845163,-73.890610,103
40.634051,-74.022267,218
40.591965,-73.976929,165
40.743061,-73.919197,618
40.551479,-74.150441,306
40.592303,-73.790196,500
40.642714,-74.086140,184
